"(PDH-CSV 4.0) (","\\INSWAVE\process(W-Gear(Swing))\Working Set - Private","\\INSWAVE\process(W-BrowserUpdate)\Working Set - Private","\\INSWAVE\process(W-Browser#4)\Working Set - Private","\\INSWAVE\process(W-Browser#3)\Working Set - Private","\\INSWAVE\process(W-Browser#2)\Working Set - Private","\\INSWAVE\process(W-Browser#1)\Working Set - Private","\\INSWAVE\process(W-Browser)\Working Set - Private","\\INSWAVE\memory\Available Bytes"
"05/11/2017 18:00:08.359","5799936","7028736","415776768","8744960","39833600","1548288","23719936","496119808"
"05/11/2017 18:00:13.377","5861376","7028736","422379520","8744960","39833600","1548288","23719936","487677952"
"05/11/2017 18:00:18.380","5799936","7028736","424005632","8744960","46116864","1548288","23719936","485310464"
"05/11/2017 18:00:23.394","5799936","7028736","424976384","8744960","45338624","1548288","23719936","476319744"
"05/11/2017 18:00:28.396","5799936","7028736","408002560","8744960","39829504","1548288","23719936","504070144"
"05/11/2017 18:00:33.409","5857280","7028736","421101568","8744960","40095744","1548288","23719936","486080512"
"05/11/2017 18:00:38.415","5795840","7028736","425828352","8744960","42971136","1548288","23719936","485183488"
"05/11/2017 18:00:43.435","5795840","7028736","434229248","8744960","46653440","1548288","23719936","466333696"
"05/11/2017 18:00:48.437","5795840","7028736","437776384","8744960","39854080","1548288","23719936","474779648"
"05/11/2017 18:00:53.452","5857280","7028736","419098624","8744960","39858176","1548288","23719936","487284736"
"05/11/2017 18:00:58.455","5795840","7028736","419090432","8744960","40902656","1548288","23719936","491577344"
"05/11/2017 18:01:03.471","5795840","7028736","425893888","8744960","39854080","1548288","23719936","483237888"
"05/11/2017 18:01:08.474","5795840","7028736","425484288","8744960","39854080","1548288","23719936","486465536"
"05/11/2017 18:01:13.490","5857280","7028736","427847680","8744960","40120320","1548288","23719936","479145984"
"05/11/2017 18:01:18.493","5795840","7028736","428593152","8744960","42213376","1548288","23719936","481488896"
"05/11/2017 18:01:23.508","5795840","7028736","432025600","8744960","42741760","1548288","23719936","473276416"
"05/11/2017 18:01:28.511","5795840","7028736","411983872","8744960","39854080","1548288","23719936","499752960"
"05/11/2017 18:01:33.526","5795840","7028736","427708416","8744960","39858176","1548288","23719936","479772672"
"05/11/2017 18:01:38.529","5795840","7028736","418672640","8744960","41955328","1548288","23719936","491167744"
"05/11/2017 18:01:43.544","5795840","7028736","424849408","8744960","42483712","1548288","23719936","479166464"
"05/11/2017 18:01:48.548","5795840","7028736","428265472","8744960","39854080","1548288","23719936","483119104"
"05/11/2017 18:01:53.566","5795840","7028736","424337408","8744960","40124416","1548288","23719936","481054720"
"05/11/2017 18:01:58.572","5795840","7028736","423231488","8744960","45355008","1548288","23719936","481779712"
"05/11/2017 18:02:03.588","5795840","7028736","434262016","8744960","43003904","1548288","23719936","469463040"
"05/11/2017 18:02:08.591","5795840","7028736","433971200","8744960","40116224","1548288","23719936","475635712"
"05/11/2017 18:02:13.608","5857280","7028736","431706112","8744960","40120320","1548288","23748608","472342528"
"05/11/2017 18:02:18.629","5795840","7028736","432201728","8744960","45096960","1548288","23748608","462376960"
"05/11/2017 18:02:23.698","5795840","7028736","426848256","8744960","43790336","1548288","23748608","462512128"
"05/11/2017 18:02:28.701","5795840","7028736","417873920","8744960","39854080","1548288","23748608","477954048"
"05/11/2017 18:02:33.716","5857280","7028736","428716032","8744960","39858176","1548288","23719936","463917056"
"05/11/2017 18:02:38.719","5795840","7028736","433704960","8744960","40112128","1548288","23719936","463761408"
"05/11/2017 18:02:43.750","5795840","7028736","433209344","8744960","41697280","1548288","23719936","457089024"
"05/11/2017 18:02:48.755","5795840","7028736","416112640","8744960","39854080","1548288","23719936","479780864"
"05/11/2017 18:02:53.770","5857280","7028736","424333312","8744960","39858176","1548288","23719936","465965056"
"05/11/2017 18:02:58.773","5795840","7028736","422359040","8744960","41684992","1548288","23719936","470863872"
"05/11/2017 18:03:03.815","5795840","7028736","430489600","8744960","41168896","1548288","23719936","459960320"
"05/11/2017 18:03:08.832","5795840","7028736","435294208","8744960","39858176","1548288","23719936","460537856"
"05/11/2017 18:03:13.847","5857280","7028736","429699072","8744960","40124416","1548288","23719936","462876672"
"05/11/2017 18:03:18.850","5795840","7028736","429346816","8744960","40898560","1548288","23719936","466821120"
"05/11/2017 18:03:23.864","5795840","7028736","437219328","8744960","43790336","1548288","23719936","453758976"
"05/11/2017 18:03:28.867","5795840","7028736","441372672","8744960","40116224","1548288","23719936","457711616"
"05/11/2017 18:03:33.883","5857280","7028736","420515840","8744960","39596032","1548288","23719936","471986176"
"05/11/2017 18:03:38.886","5795840","7028736","421675008","8744960","42209280","1548288","23658496","473411584"
"05/11/2017 18:03:43.901","5795840","7028736","431951872","8744960","42217472","1548288","23719936","459714560"
"05/11/2017 18:03:48.904","5795840","7028736","436191232","8744960","39854080","1548288","23719936","461598720"
"05/11/2017 18:03:53.920","5857280","7028736","427200512","8744960","40644608","1548288","23756800","463347712"
"05/11/2017 18:03:58.922","5795840","7028736","427278336","8744960","41164800","1548288","23756800","468377600"
"05/11/2017 18:04:03.936","5795840","7028736","442388480","8744960","49561600","1548288","22851584","442712064"
"05/11/2017 18:04:08.940","5795840","7028736","440164352","8744960","39854080","1548288","23085056","456970240"
"05/11/2017 18:04:13.962","5746688","7028736","443461632","8744960","41164800","1548288","23543808","452640768"
"05/11/2017 18:04:18.965","5799936","7028736","445218816","8744960","41951232","1548288","23543808","454242304"
"05/11/2017 18:04:23.993","5799936","7028736","453369856","8744960","43270144","1548288","22687744","442290176"
"05/11/2017 18:04:28.996","5799936","7028736","421957632","8744960","40124416","1548288","22728704","474451968"
"05/11/2017 18:04:34.012","5857280","7028736","439091200","8744960","40120320","1548288","23257088","460492800"
"05/11/2017 18:04:39.015","5799936","7028736","430137344","8744960","45621248","1548288","23257088","466071552"
"05/11/2017 18:04:44.030","5799936","7028736","447176704","8744960","42741760","1548288","23699456","449183744"
"05/11/2017 18:04:49.038","5799936","7028736","442908672","8744960","40128512","1548288","22474752","455389184"
"05/11/2017 18:04:54.056","5746688","7028736","441401344","8744960","40120320","1548288","23252992","457216000"
"05/11/2017 18:04:59.059","5799936","7028736","435249152","8744960","41164800","1548288","23252992","466214912"
"05/11/2017 18:05:04.074","5799936","7028736","452145152","8744960","46149632","1548288","23699456","439455744"
"05/11/2017 18:05:09.077","5799936","7028736","449990656","8744960","40124416","1548288","23699456","450236416"
"05/11/2017 18:05:14.092","5799936","7028736","448749568","8744960","39858176","1548288","23699456","451358720"
"05/11/2017 18:05:19.100","5799936","7028736","431730688","8744960","40640512","1548288","23699456","470110208"
"05/11/2017 18:05:24.118","5799936","7028736","448233472","8744960","40910848","1548288","23699456","448655360"
"05/11/2017 18:05:29.121","5799936","7028736","446599168","8744960","40128512","1548288","23699456","452571136"
"05/11/2017 18:05:34.136","5799936","7028736","449110016","8744960","39858176","1548288","23699456","450752512"
"05/11/2017 18:05:39.141","5795840","7028736","428589056","8744960","41426944","1548288","23699456","472891392"
"05/11/2017 18:05:44.158","5795840","7028736","444596224","8744960","41426944","1548288","23699456","452734976"
"05/11/2017 18:05:49.161","5795840","7028736","443232256","8744960","40124416","1548288","23699456","454893568"
"05/11/2017 18:05:54.176","5795840","7028736","446263296","8744960","39862272","1548288","23699456","452038656"
"05/11/2017 18:05:59.180","5795840","7028736","430841856","8744960","42213376","1548288","23633920","469573632"
"05/11/2017 18:06:04.209","5795840","7028736","450826240","8744960","43790336","1548288","23699456","444395520"
"05/11/2017 18:06:09.270","5795840","7028736","446644224","8744960","39858176","1548288","23699456","453152768"
"05/11/2017 18:06:14.290","5795840","7028736","448897024","8744960","40120320","1548288","23699456","452427776"
"05/11/2017 18:06:19.293","5799936","7028736","434556928","8744960","45621248","1548288","23699456","462671872"
"05/11/2017 18:06:24.309","5799936","7028736","452448256","8744960","41693184","1548288","23699456","446222336"
"05/11/2017 18:06:29.312","5799936","7028736","449351680","8744960","39862272","1548288","23699456","451358720"
"05/11/2017 18:06:34.333","5799936","7028736","449007616","8744960","39858176","1548288","23699456","452198400"
"05/11/2017 18:06:39.340","5799936","7028736","433221632","8744960","40902656","1548288","23699456","467939328"
"05/11/2017 18:06:44.362","5799936","7028736","449687552","8744960","39858176","1548288","23699456","448147456"
"05/11/2017 18:06:49.365","5799936","7028736","447148032","8744960","40116224","1548288","23699456","456736768"
"05/11/2017 18:06:54.392","5799936","7028736","448843776","8744960","40116224","1548288","23703552","453017600"
"05/11/2017 18:06:59.416","5791744","7028736","448360448","8744960","42999808","1548288","23703552","452714496"
"05/11/2017 18:07:04.433","5791744","7028736","464482304","8744960","42741760","1548288","23764992","429314048"
"05/11/2017 18:07:09.436","5791744","7028736","432906240","8744960","40124416","1548288","23764992","460300288"
"05/11/2017 18:07:14.457","5791744","7028736","450150400","8744960","40386560","1548288","23764992","445399040"
"05/11/2017 18:07:19.461","5791744","7028736","443015168","8744960","41689088","1548288","23764992","455409664"
"05/11/2017 18:07:24.496","5791744","7028736","459644928","8744960","40648704","1548288","22761472","437280768"
"05/11/2017 18:07:29.500","5791744","7028736","447426560","8744960","40120320","1548288","22761472","452870144"
"05/11/2017 18:07:34.519","5849088","7028736","454414336","8744960","40382464","1548288","23302144","446550016"
"05/11/2017 18:07:39.523","5791744","7028736","455307264","8744960","46407680","1548288","23302144","444264448"
"05/11/2017 18:07:44.538","5791744","7028736","471564288","8744960","43794432","1548288","23744512","423649280"
"05/11/2017 18:07:49.543","5791744","7028736","452837376","8744960","40116224","1548288","22208512","451948544"
"05/11/2017 18:07:54.566","5849088","7028736","455495680","8744960","39858176","1548288","23228416","445517824"
"05/11/2017 18:07:59.570","5791744","7028736","451694592","8744960","46407680","1548288","23228416","445292544"
"05/11/2017 18:08:04.583","5791744","7028736","466558976","8744960","41689088","1548288","22372352","434388992"
"05/11/2017 18:08:09.586","5791744","7028736","462499840","8744960","39854080","1548288","22224896","440602624"
"05/11/2017 18:08:14.602","5799936","7028736","460709888","8744960","42213376","1548288","23224320","438841344"
"05/11/2017 18:08:19.605","5791744","7028736","461139968","8744960","42475520","1548288","23224320","439226368"
"05/11/2017 18:08:24.618","5791744","7028736","467189760","8744960","40640512","1548288","23678976","435261440"
"05/11/2017 18:08:29.621","5791744","7028736","437886976","8744960","40116224","1548288","22720512","464240640"
"05/11/2017 18:08:34.635","5853184","7028736","455954432","8744960","40906752","1548288","23248896","441118720"
"05/11/2017 18:08:39.638","5791744","7028736","457654272","8744960","45096960","1548288","23248896","439398400"
"05/11/2017 18:08:44.654","5791744","7028736","460152832","8744960","40128512","1548288","23691264","434397184"
"05/11/2017 18:08:49.657","5791744","7028736","442306560","8744960","40116224","1548288","23691264","458616832"
"05/11/2017 18:08:54.673","5799936","7028736","452907008","8744960","40120320","1548288","23724032","443965440"
"05/11/2017 18:08:59.676","5795840","7028736","448126976","8744960","45883392","1548288","23724032","447741952"
"05/11/2017 18:09:04.692","5795840","7028736","465772544","8744960","42737664","1548288","23728128","434155520"
"05/11/2017 18:09:09.701","5795840","7028736","451665920","8744960","40120320","1548288","23728128","449454080"
"05/11/2017 18:09:14.722","5857280","7028736","457072640","8744960","40120320","1548288","23728128","440193024"
"05/11/2017 18:09:19.725","5795840","7028736","459005952","8744960","41422848","1548288","23728128","441802752"
"05/11/2017 18:09:24.742","5795840","7028736","472289280","8744960","43794432","1548288","23728128","423129088"
"05/11/2017 18:09:29.745","5795840","7028736","454586368","8744960","39854080","1548288","23728128","449118208"
"05/11/2017 18:09:34.759","5857280","7028736","458035200","8744960","40120320","1548288","23728128","440143872"
"05/11/2017 18:09:39.762","5795840","7028736","457723904","8744960","44834816","1548288","23728128","441139200"
"05/11/2017 18:09:44.777","5795840","7028736","465141760","8744960","42213376","1548288","23728128","434778112"
"05/11/2017 18:09:49.780","5795840","7028736","457433088","8744960","39854080","1548288","23728128","446480384"
"05/11/2017 18:09:54.794","5857280","7028736","461074432","8744960","39858176","1548288","23728128","438022144"
"05/11/2017 18:09:59.801","5795840","7028736","464998400","8744960","41684992","1548288","23728128","438079488"
"05/11/2017 18:10:04.846","5795840","7028736","463032320","8744960","41439232","1548288","23756800","430886912"
"05/11/2017 18:10:09.853","5795840","7028736","446300160","8744960","40120320","1548288","22405120","456019968"
"05/11/2017 18:10:14.875","5853184","7028736","454893568","8744960","40382464","1548288","23339008","440832000"
"05/11/2017 18:10:19.878","5791744","7028736","453853184","8744960","42471424","1548288","23339008","447143936"
"05/11/2017 18:10:24.898","5791744","7028736","461471744","8744960","40378368","1548288","23691264","439947264"
"05/11/2017 18:10:29.901","5791744","7028736","465043456","8744960","39854080","1548288","23691264","438378496"
"05/11/2017 18:10:34.916","5853184","7028736","457150464","8744960","40120320","1548288","23691264","440926208"
"05/11/2017 18:10:39.919","5791744","7028736","455577600","8744960","45096960","1548288","23691264","442351616"
"05/11/2017 18:10:44.939","5791744","7028736","464248832","8744960","43012096","1548288","23691264","430022656"
"05/11/2017 18:10:49.942","5791744","7086080","468590592","8744960","39854080","1548288","23691264","436117504"
"05/11/2017 18:10:54.956","5857280","7086080","456097792","8744960","39862272","1548288","23691264","441917440"
"05/11/2017 18:10:59.959","5795840","7086080","454815744","8744960","44306432","1548288","23691264","443912192"
"05/11/2017 18:11:04.978","5795840","7086080","465162240","8744960","41959424","1548288","23691264","430981120"
"05/11/2017 18:11:09.984","5795840","7086080","466690048","8744960","39854080","1548288","23691264","437153792"
"05/11/2017 18:11:14.998","5857280","7086080","456978432","8744960","39858176","1548288","23691264","442183680"
"05/11/2017 18:11:20.003","5795840","7086080","456966144","8744960","40640512","1548288","23691264","446668800"
"05/11/2017 18:11:25.019","5795840","7086080","469225472","8744960","42999808","1548288","23695360","429907968"
"05/11/2017 18:11:30.023","5795840","7086080","471109632","8744960","39854080","1548288","23695360","434671616"
"05/11/2017 18:11:35.036","5804032","7086080","469110784","8744960","43266048","1548288","23695360","430202880"
"05/11/2017 18:11:40.040","5795840","7086080","469422080","8744960","43524096","1548288","23695360","433074176"
"05/11/2017 18:11:45.055","5795840","7086080","465104896","8744960","42217472","1548288","23695360","430456832"
"05/11/2017 18:11:50.061","5795840","7086080","456052736","8744960","40116224","1548288","23633920","446894080"
"05/11/2017 18:11:55.077","5857280","7086080","461852672","8744960","39858176","1548288","23695360","437141504"
"05/11/2017 18:12:00.082","5795840","7028736","462794752","8744960","45879296","1548288","23695360","436060160"
"05/11/2017 18:12:05.106","5795840","7028736","473804800","8744960","43794432","1548288","23695360","419340288"
"05/11/2017 18:12:10.109","5795840","7028736","467976192","8744960","39854080","1548288","23695360","434274304"
"05/11/2017 18:12:15.132","5857280","7028736","474992640","8744960","39858176","1548288","23908352","435269632"
"05/11/2017 18:12:20.153","5795840","7028736","476372992","8744960","40902656","1548288","23908352","436793344"
"05/11/2017 18:12:25.168","5795840","7028736","484773888","8744960","40910848","1548288","23908352","423919616"
"05/11/2017 18:12:30.172","5795840","7028736","466759680","8744960","39854080","1548288","23908352","446353408"
"05/11/2017 18:12:35.187","5857280","7028736","469966848","8744960","40120320","1548288","23928832","438898688"
"05/11/2017 18:12:40.190","5795840","7028736","468766720","8744960","41947136","1548288","23928832","443813888"
"05/11/2017 18:12:45.204","5795840","7028736","476381184","8744960","43790336","1548288","23928832","429424640"
"05/11/2017 18:12:50.207","5795840","7086080","468815872","8744960","39854080","1548288","23928832","444772352"
"05/11/2017 18:12:55.222","5853184","7086080","474959872","8744960","39858176","1548288","23928832","433975296"
"05/11/2017 18:13:00.225","5791744","7086080","479186944","8744960","40898560","1548288","23928832","435748864"
"05/11/2017 18:13:05.237","5791744","7086080","486715392","8744960","43266048","1548288","23932928","419647488"
"05/11/2017 18:13:10.240","5791744","7086080","487403520","8744960","40116224","1548288","23932928","426459136"
"05/11/2017 18:13:15.253","5853184","7086080","478461952","8744960","40906752","1548288","23932928","430096384"
"05/11/2017 18:13:20.256","5791744","7086080","479162368","8744960","45359104","1548288","23932928","429191168"
"05/11/2017 18:13:25.270","5791744","7086080","477503488","8744960","44572672","1548288","23932928","427180032"
"05/11/2017 18:13:30.273","5791744","7086080","462118912","8744960","40116224","1548288","23932928","450740224"
"05/11/2017 18:13:35.288","5799936","7086080","472911872","8744960","40124416","1548288","23932928","433549312"
"05/11/2017 18:13:40.294","5795840","7086080","467787776","8744960","41164800","1548288","23932928","444628992"
"05/11/2017 18:13:45.308","5795840","7086080","483491840","8744960","40644608","1548288","23932928","425254912"
"05/11/2017 18:13:50.311","5795840","7086080","471465984","8744960","39854080","1548288","23932928","441622528"
"05/11/2017 18:13:55.326","5853184","7086080","476389376","8744960","42213376","1548288","23932928","430358528"
"05/11/2017 18:14:00.345","5795840","7028736","478158848","8744960","40378368","1548288","23932928","434339840"
"05/11/2017 18:14:05.357","5795840","7028736","484642816","8744960","43270144","1548288","23932928","419991552"
"05/11/2017 18:14:10.359","5795840","7028736","465399808","8744960","40116224","1548288","23932928","446861312"
"05/11/2017 18:14:15.372","5853184","7028736","475734016","8744960","44048384","1548288","23932928","429015040"
"05/11/2017 18:14:20.375","5795840","7028736","471302144","8744960","42213376","1548288","23932928","440303616"
"05/11/2017 18:14:25.388","5795840","7028736","489725952","8744960","45883392","1548288","23932928","418529280"
"05/11/2017 18:14:30.391","5795840","7028736","478871552","8744960","39854080","1548288","23932928","433324032"
"05/11/2017 18:14:35.404","5857280","7028736","483627008","8744960","40120320","1548288","23928832","425365504"
"05/11/2017 18:14:40.407","5795840","7028736","483790848","8744960","45621248","1548288","23928832","425512960"
"05/11/2017 18:14:45.469","5795840","7028736","503922688","8744960","47198208","1548288","23928832","397565952"
"05/11/2017 18:14:50.476","5795840","7028736","472768512","8744960","39854080","1548288","23973888","441126912"
"05/11/2017 18:14:55.490","5857280","7028736","475578368","8744960","40382464","1548288","23973888","432218112"
"05/11/2017 18:15:00.500","5795840","7028736","476594176","8744960","42209280","1548288","23973888","434688000"
"05/11/2017 18:15:05.515","5795840","7028736","477499392","8744960","41439232","1548288","23973888","426721280"
"05/11/2017 18:15:10.518","5795840","7028736","467587072","8744960","39858176","1548288","23973888","450056192"
"05/11/2017 18:15:15.534","5804032","7028736","473255936","8744960","40644608","1548288","23973888","439943168"
"05/11/2017 18:15:20.537","5791744","7028736","475140096","8744960","41422848","1548288","23973888","441925632"
"05/11/2017 18:15:25.553","5791744","7028736","486817792","8744960","41172992","1548288","23973888","425259008"
"05/11/2017 18:15:30.557","5791744","7028736","487309312","8744960","39854080","1548288","23973888","430895104"
"05/11/2017 18:15:35.572","5853184","7028736","487342080","8744960","40382464","1548288","23973888","423616512"
"05/11/2017 18:15:40.578","5791744","7028736","488001536","8744960","41947136","1548288","23973888","427286528"
"05/11/2017 18:15:45.591","5791744","7028736","495370240","8744960","42745856","1548288","23986176","416739328"
"05/11/2017 18:15:50.594","5791744","7028736","474578944","8744960","39854080","1548288","23982080","441962496"
"05/11/2017 18:15:55.610","5853184","7028736","478756864","8744960","39858176","1548288","23990272","432971776"
"05/11/2017 18:16:00.632","5791744","7028736","479248384","8744960","40898560","1548288","23990272","437473280"
"05/11/2017 18:16:05.646","5791744","7028736","485797888","8744960","46940160","1548288","23990272","419426304"
"05/11/2017 18:16:10.650","5791744","7028736","489107456","8744960","39854080","1548288","23990272","425914368"
"05/11/2017 18:16:15.668","5857280","7028736","478801920","8744960","40120320","1548288","24039424","431325184"
"05/11/2017 18:16:20.672","5795840","7028736","478797824","8744960","45621248","1548288","24039424","431210496"
"05/11/2017 18:16:25.697","5795840","7028736","487165952","8744960","43274240","1548288","23040000","419569664"
"05/11/2017 18:16:30.701","5795840","7028736","481521664","8744960","39858176","1548288","23044096","433586176"
"05/11/2017 18:16:35.718","5857280","7028736","484900864","8744960","39858176","1548288","23650304","427229184"
"05/11/2017 18:16:40.721","5795840","7028736","485990400","8744960","40636416","1548288","23650304","435568640"
"05/11/2017 18:16:45.739","5795840","7028736","496160768","8744960","45891584","1548288","23044096","418545664"
"05/11/2017 18:16:50.742","5795840","7086080","484089856","8744960","40116224","1548288","23035904","437346304"
"05/11/2017 18:16:55.759","5853184","7086080","486752256","8744960","40382464","1548288","23650304","425082880"
"05/11/2017 18:17:00.762","5791744","7086080","484188160","8744960","43261952","1548288","23650304","428834816"
"05/11/2017 18:17:05.778","5791744","7086080","491708416","8744960","45887488","1548288","23044096","417304576"
"05/11/2017 18:17:10.781","5791744","7086080","484282368","8744960","40116224","1548288","23044096","431763456"
"05/11/2017 18:17:15.798","5853184","7086080","489467904","8744960","40120320","1548288","23650304","423268352"
"05/11/2017 18:17:20.803","5791744","7086080","491507712","8744960","42471424","1548288","23650304","424984576"
"05/11/2017 18:17:25.818","5791744","7086080","502198272","8744960","42745856","1548288","23044096","409894912"
"05/11/2017 18:17:30.821","5791744","7086080","480866304","8744960","39854080","1548288","23044096","435281920"
"05/11/2017 18:17:35.835","5853184","7086080","486805504","8744960","40382464","1548288","23584768","423374848"
"05/11/2017 18:17:40.838","5791744","7086080","488144896","8744960","45355008","1548288","23584768","423923712"
"05/11/2017 18:17:45.864","5791744","7086080","496689152","8744960","43003904","1548288","24023040","419270656"
"05/11/2017 18:17:50.873","5791744","7086080","477552640","8744960","40116224","1548288","24023040","444006400"
"05/11/2017 18:17:55.891","5861376","7086080","488402944","8744960","39858176","1548288","23556096","429375488"
"05/11/2017 18:18:00.894","5799936","7024640","489111552","8744960","45355008","1548288","23556096","428310528"
"05/11/2017 18:18:05.915","5799936","7024640","497958912","8744960","41701376","1548288","24018944","417492992"
"05/11/2017 18:18:10.918","5799936","7024640","498126848","8744960","40120320","1548288","24018944","423817216"
"05/11/2017 18:18:15.933","5861376","7024640","495681536","8744960","40378368","1548288","24035328","417677312"
"05/11/2017 18:18:20.936","5799936","7024640","496254976","8744960","41426944","1548288","24035328","419524608"
"05/11/2017 18:18:25.950","5799936","7024640","492818432","8744960","40906752","1548288","24035328","418295808"
"05/11/2017 18:18:30.952","5799936","7024640","481009664","8744960","39854080","1548288","24035328","433754112"
"05/11/2017 18:18:35.967","5804032","7024640","486375424","8744960","40644608","1548288","24035328","423841792"
"05/11/2017 18:18:40.970","5795840","7024640","487165952","8744960","44306432","1548288","24035328","424169472"
"05/11/2017 18:18:45.986","5795840","7024640","495833088","8744960","41951232","1548288","24035328","418623488"
"05/11/2017 18:18:50.991","5795840","7024640","485584896","8744960","40116224","1548288","24035328","430145536"
"05/11/2017 18:18:56.006","5857280","7024640","503500800","8744960","40120320","1548288","24031232","415252480"
"05/11/2017 18:19:01.010","5795840","7024640","504963072","8744960","46145536","1548288","24035328","407343104"
"05/11/2017 18:19:06.023","5795840","7024640","505954304","8744960","44834816","1548288","24035328","406970368"
"05/11/2017 18:19:11.026","5795840","7024640","484364288","8744960","39854080","1548288","24043520","430559232"
"05/11/2017 18:19:16.042","5799936","7024640","495640576","8744960","41431040","1548288","24043520","415182848"
"05/11/2017 18:19:21.045","5795840","7024640","497487872","8744960","41426944","1548288","24043520","416931840"
"05/11/2017 18:19:26.061","5795840","7024640","505171968","8744960","41951232","1548288","24088576","408645632"
"05/11/2017 18:19:31.068","5795840","7024640","487407616","8744960","39854080","1548288","24088576","429232128"
"05/11/2017 18:19:36.086","5853184","7024640","503246848","8744960","45621248","1548288","24088576","408113152"
"05/11/2017 18:19:42.108","5804032","7028736","506052608","8744960","42475520","1548288","24100864","405200896"
"05/11/2017 18:19:47.130","5804032","7028736","505380864","8744960","41693184","1548288","24100864","405078016"
"05/11/2017 18:19:52.133","5804032","7028736","490291200","8744960","40116224","1548288","24100864","421154816"
"05/11/2017 18:19:57.149","5808128","7028736","500875264","8744960","42213376","1548288","24100864","408666112"
"05/11/2017 18:20:02.152","5804032","7028736","497565696","8744960","45621248","1548288","24100864","410259456"
"05/11/2017 18:20:07.165","5804032","7028736","515936256","8744960","41963520","1548288","24096768","391184384"
"05/11/2017 18:20:12.168","5804032","7028736","512430080","8744960","39854080","1548288","24100864","401993728"
"05/11/2017 18:20:17.181","5804032","7028736","507052032","8744960","39858176","1548288","24100864","404267008"
"05/11/2017 18:20:22.184","5804032","7028736","501932032","8744960","45359104","1548288","24100864","406990848"
"05/11/2017 18:20:27.199","5804032","7028736","517111808","8744960","43008000","1548288","24096768","389242880"
"05/11/2017 18:20:32.203","5804032","7028736","503820288","8744960","39866368","1548288","24100864","402993152"
"05/11/2017 18:20:37.233","5861376","7028736","509624320","8744960","39862272","1548288","24100864","398790656"
"05/11/2017 18:20:42.237","5804032","7028736","511631360","8744960","40378368","1548288","24100864","402194432"
"05/11/2017 18:20:47.256","5804032","7028736","528891904","8744960","45633536","1548288","24096768","375144448"
"05/11/2017 18:20:52.261","5804032","7028736","494665728","8744960","40390656","1548288","24100864","409980928"
"05/11/2017 18:20:57.279","5750784","7028736","509362176","8744960","40116224","1548288","24100864","400551936"
"05/11/2017 18:21:02.301","5804032","7028736","504279040","8744960","41164800","1548288","24100864","406638592"
"05/11/2017 18:21:07.315","5804032","7028736","518492160","8744960","46936064","1548288","24096768","385622016"
"05/11/2017 18:21:12.318","5804032","7028736","510832640","8744960","40120320","1548288","24104960","395673600"
"05/11/2017 18:21:17.334","5804032","7028736","514539520","8744960","40382464","1548288","24104960","393179136"
"05/11/2017 18:21:22.337","5804032","7028736","509681664","8744960","42213376","1548288","24104960","400637952"
"05/11/2017 18:21:27.351","5804032","7028736","526639104","8744960","42741760","1548288","24100864","381304832"
"05/11/2017 18:21:32.355","5804032","7028736","522121216","8744960","40128512","1548288","24104960","385597440"
"05/11/2017 18:21:37.371","5804032","7028736","514334720","8744960","40378368","1548288","24104960","395870208"
"05/11/2017 18:21:42.375","5804032","7028736","513216512","8744960","41693184","1548288","24104960","394219520"
"05/11/2017 18:21:47.389","5804032","7028736","503689216","8744960","47198208","1548288","24100864","399417344"
"05/11/2017 18:21:52.392","5804032","7028736","495468544","8744960","39858176","1548288","24104960","411054080"
"05/11/2017 18:21:57.409","5804032","7028736","498573312","8744960","40124416","1548288","24104960","407752704"
"05/11/2017 18:22:02.412","5804032","7028736","502878208","8744960","41164800","1548288","24104960","405352448"
"05/11/2017 18:22:07.425","5804032","7028736","503959552","8744960","41689088","1548288","24100864","407166976"
"05/11/2017 18:22:12.453","5804032","7028736","513929216","8744960","39858176","1548288","24104960","393084928"
"05/11/2017 18:22:17.471","5804032","7028736","511549440","8744960","40120320","1548288","24117248","394506240"
"05/11/2017 18:22:22.473","5804032","7028736","515833856","8744960","45359104","1548288","24117248","388485120"
"05/11/2017 18:22:27.488","5804032","7028736","517558272","8744960","48766976","1548288","24113152","387686400"
"05/11/2017 18:22:32.498","5804032","7028736","498008064","8744960","39862272","1548288","24117248","407834624"
"05/11/2017 18:22:37.566","5804032","7028736","502370304","8744960","40120320","1548288","24117248","401608704"
"05/11/2017 18:22:42.569","5804032","7028736","506638336","8744960","40902656","1548288","24117248","405557248"
"05/11/2017 18:22:47.581","5804032","7028736","506744832","8744960","41164800","1548288","24113152","406085632"
"05/11/2017 18:22:52.584","5804032","7028736","514252800","8744960","40120320","1548288","24117248","394518528"
"05/11/2017 18:22:57.599","5804032","7028736","508903424","8744960","40120320","1548288","24117248","401584128"
"05/11/2017 18:23:02.602","5804032","7028736","513105920","8744960","44048384","1548288","24117248","394756096"
"05/11/2017 18:23:07.619","5804032","7028736","510242816","8744960","44834816","1548288","24113152","401018880"
"05/11/2017 18:23:12.622","5804032","7028736","519680000","8744960","40382464","1548288","24117248","390172672"
"05/11/2017 18:23:17.652","5804032","7028736","520863744","8744960","40382464","1548288","24117248","390246400"
"05/11/2017 18:23:22.660","5799936","7028736","533737472","8744960","41689088","1548288","24117248","380264448"
"05/11/2017 18:23:27.675","5799936","7028736","536080384","8744960","42999808","1548288","24113152","379961344"
