"(PDH-CSV 4.0) (","\\INSWAVE\process(W-Gear(Swing))\Working Set - Private","\\INSWAVE\process(W-BrowserUpdate)\Working Set - Private","\\INSWAVE\process(W-Browser#4)\Working Set - Private","\\INSWAVE\process(W-Browser#3)\Working Set - Private","\\INSWAVE\process(W-Browser#2)\Working Set - Private","\\INSWAVE\process(W-Browser#1)\Working Set - Private","\\INSWAVE\process(W-Browser)\Working Set - Private","\\INSWAVE\memory\Available Bytes"
"05/11/2017 17:36:44.700","5804032","7028736","326385664","8744960","40009728","1548288","23244800","570630144"
"05/11/2017 17:36:49.713","5795840","7028736","324345856","8744960","44724224","1548288","23244800","570863616"
"05/11/2017 17:36:54.716","5795840","7028736","338497536","8744960","44462080","1548288","22798336","551890944"
"05/11/2017 17:36:59.734","5795840","7028736","309194752","8744960","40267776","1548288","22798336","587087872"
"05/11/2017 17:37:04.738","5853184","7028736","316071936","8744960","40271872","1548288","23244800","574963712"
"05/11/2017 17:37:09.754","5795840","7028736","318136320","8744960","40005632","1548288","23244800","577642496"
"05/11/2017 17:37:14.777","5795840","7028736","329367552","8744960","40267776","1548288","22798336","566939648"
"05/11/2017 17:37:19.793","5795840","7028736","314294272","8744960","40005632","1548288","22798336","582631424"
"05/11/2017 17:37:24.796","5804032","7028736","323809280","8744960","40267776","1548288","23244800","569716736"
"05/11/2017 17:37:29.819","5795840","7028736","324235264","8744960","46821376","1548288","23244800","565878784"
"05/11/2017 17:37:34.822","5795840","7028736","330682368","8744960","43679744","1548288","22798336","558211072"
"05/11/2017 17:37:39.836","5795840","7028736","308609024","8744960","40275968","1548288","22798336","581844992"
"05/11/2017 17:37:44.840","5853184","7028736","319754240","8744960","46825472","1548288","23244800","566104064"
"05/11/2017 17:37:49.855","5795840","7028736","316125184","8744960","41578496","1548288","23244800","577970176"
"05/11/2017 17:37:54.859","5795840","7028736","332931072","8744960","39747584","1548288","22798336","558637056"
"05/11/2017 17:37:59.875","5795840","7028736","326950912","8744960","39755776","1548288","22798336","564748288"
"05/11/2017 17:38:04.880","5959680","7028736","341114880","8744960","40005632","1548288","23244800","551915520"
"05/11/2017 17:38:09.899","5902336","7028736","332664832","8744960","42889216","1548288","23244800","561885184"
"05/11/2017 17:38:14.910","5902336","7028736","351789056","8744960","43683840","1548288","22798336","535207936"
"05/11/2017 17:38:19.931","5902336","7028736","339701760","8744960","40009728","1548288","22798336","553078784"
"05/11/2017 17:38:24.934","5746688","7028736","344948736","8744960","41578496","1548288","23244800","547614720"
"05/11/2017 17:38:29.952","5795840","7028736","345403392","8744960","40792064","1548288","23244800","551796736"
"05/11/2017 17:38:34.962","5795840","7028736","357277696","8744960","41058304","1548288","22859776","535797760"
"05/11/2017 17:38:39.976","5795840","7028736","323301376","8744960","39747584","1548288","22859776","568016896"
"05/11/2017 17:38:44.980","5795840","7028736","333590528","8744960","40009728","1548288","23306240","556363776"
"05/11/2017 17:38:49.995","5795840","7028736","332128256","8744960","40792064","1548288","23306240","562130944"
"05/11/2017 17:38:55.004","5795840","7028736","341233664","8744960","45522944","1548288","23306240","544096256"
"05/11/2017 17:39:00.020","5795840","7028736","338038784","8744960","40009728","1548288","22859776","555200512"
"05/11/2017 17:39:05.023","5795840","7028736","341024768","8744960","39747584","1548288","23306240","551165952"
"05/11/2017 17:39:10.037","5795840","7028736","338714624","8744960","41582592","1548288","23306240","555757568"
"05/11/2017 17:39:15.041","5795840","7028736","345579520","8744960","41320448","1548288","23306240","547745792"
"05/11/2017 17:39:20.061","5795840","7028736","318599168","8744960","40013824","1548288","22859776","573431808"
"05/11/2017 17:39:25.067","5795840","7028736","330481664","8744960","40009728","1548288","23408640","560349184"
"05/11/2017 17:39:30.082","5795840","7028736","327647232","8744960","45510656","1548288","23461888","561704960"
"05/11/2017 17:39:35.085","5795840","7028736","327839744","8744960","49967104","1548288","23461888","557432832"
"05/11/2017 17:39:40.107","5795840","7028736","337387520","8744960","40013824","1548288","22687744","555491328"
"05/11/2017 17:39:45.201","5795840","7028736","332857344","8744960","40009728","1548288","23068672","560226304"
"05/11/2017 17:39:50.214","5795840","7028736","334233600","8744960","44724224","1548288","23224320","557510656"
"05/11/2017 17:39:55.217","5795840","7028736","336642048","8744960","46559232","1548288","23224320","554803200"
"05/11/2017 17:40:00.238","5795840","7028736","347430912","8744960","40009728","1548288","22622208","547934208"
"05/11/2017 17:40:05.247","5795840","7028736","357187584","8744960","40009728","1548288","22953984","537260032"
"05/11/2017 17:40:10.262","5795840","7028736","335843328","8744960","43675648","1548288","23429120","553930752"
"05/11/2017 17:40:15.266","5795840","7028736","336465920","8744960","45772800","1548288","23429120","554274816"
"05/11/2017 17:40:20.280","5795840","7028736","345227264","8744960","39747584","1548288","22630400","547360768"
"05/11/2017 17:40:25.284","5795840","7028736","337276928","8744960","44199936","1548288","22630400","552607744"
"05/11/2017 17:40:30.301","5795840","7028736","329945088","8744960","45248512","1548288","23224320","557223936"
"05/11/2017 17:40:35.304","5795840","7028736","331628544","8744960","42364928","1548288","23224320","561537024"
"05/11/2017 17:40:40.317","5795840","7028736","343793664","8744960","39747584","1548288","22622208","549953536"
"05/11/2017 17:40:45.325","5795840","7028736","344981504","8744960","40267776","1548288","22622208","550670336"
"05/11/2017 17:40:50.339","5799936","7028736","341999616","8744960","40005632","1548288","23224320","549560320"
"05/11/2017 17:40:55.344","5799936","7028736","343150592","8744960","40792064","1548288","23224320","532037632"
"05/11/2017 17:41:00.359","5799936","7028736","352432128","8744960","40796160","1548288","22622208","512700416"
"05/11/2017 17:41:05.365","5799936","7028736","352784384","8744960","39743488","1548288","22622208","510676992"
"05/11/2017 17:41:10.380","5898240","7028736","349966336","8744960","39747584","1548288","23224320","519954432"
"05/11/2017 17:41:15.384","5898240","7028736","351617024","8744960","46821376","1548288","23224320","501104640"
"05/11/2017 17:41:20.399","5898240","7028736","359473152","8744960","46829568","1548288","22609920","495173632"
"05/11/2017 17:41:25.404","5898240","7028736","360067072","8744960","39747584","1548288","22618112","510459904"
"05/11/2017 17:41:30.417","5746688","7028736","355139584","8744960","40009728","1548288","23224320","512581632"
"05/11/2017 17:41:35.419","5799936","7028736","353689600","8744960","40005632","1548288","23252992","520847360"
"05/11/2017 17:41:40.470","5799936","7028736","360202240","8744960","46821376","1548288","23060480","502714368"
"05/11/2017 17:41:45.520","5799936","7028736","325120000","8744960","39747584","1548288","22650880","545693696"
"05/11/2017 17:41:50.536","5799936","7028736","329674752","8744960","40009728","1548288","22622208","541732864"
"05/11/2017 17:41:55.552","5799936","7028736","346124288","8744960","41578496","1548288","23228416","525115392"
"05/11/2017 17:42:00.644","5799936","7028736","333209600","8744960","43413504","1548288","23228416","537415680"
"05/11/2017 17:42:05.650","5799936","7028736","344735744","8744960","40009728","1548288","22622208","525385728"
"05/11/2017 17:42:10.676","5799936","7028736","344649728","8744960","40271872","1548288","22622208","526258176"
"05/11/2017 17:42:15.679","5799936","7028736","357130240","8744960","40009728","1548288","23240704","511250432"
"05/11/2017 17:42:20.697","5799936","7028736","360673280","8744960","46559232","1548288","23240704","506507264"
"05/11/2017 17:42:25.700","5799936","7028736","361795584","8744960","48930816","1548288","22626304","500232192"
"05/11/2017 17:42:30.716","5799936","7028736","336519168","8744960","40005632","1548288","22626304","539217920"
"05/11/2017 17:42:35.720","5746688","7028736","344694784","8744960","40026112","1548288","23228416","527339520"
"05/11/2017 17:42:40.742","5795840","7028736","342724608","8744960","40046592","1548288","23236608","530763776"
"05/11/2017 17:42:45.746","5795840","7028736","345505792","8744960","49225728","1548288","23302144","517730304"
"05/11/2017 17:42:50.762","5795840","7028736","352329728","8744960","40062976","1548288","22679552","521052160"
"05/11/2017 17:42:55.765","5795840","7028736","356204544","8744960","39821312","1548288","23130112","514654208"
"05/11/2017 17:43:00.781","5795840","7028736","365330432","8744960","41648128","1548288","23285760","507125760"
"05/11/2017 17:43:05.784","5795840","7028736","368025600","8744960","41648128","1548288","23285760","507305984"
"05/11/2017 17:43:10.800","5795840","7028736","370163712","8744960","39817216","1548288","22679552","501276672"
"05/11/2017 17:43:15.816","5795840","7028736","371044352","8744960","40079360","1548288","22679552","502722560"
"05/11/2017 17:43:20.889","5795840","7028736","361422848","8744960","41385984","1548288","23306240","511463424"
"05/11/2017 17:43:25.892","5795840","7028736","362168320","8744960","46891008","1548288","23306240","509038592"
"05/11/2017 17:43:30.932","5795840","7028736","369213440","8744960","39817216","1548288","22700032","506060800"
"05/11/2017 17:43:35.947","5795840","7028736","361000960","8744960","39833600","1548288","23146496","509829120"
"05/11/2017 17:43:40.963","5795840","7028736","347762688","8744960","43229184","1548288","23302144","523763712"
"05/11/2017 17:43:45.967","5795840","7028736","347877376","8744960","44802048","1548288","23302144","525656064"
"05/11/2017 17:43:50.982","5795840","7028736","340582400","8744960","39825408","1548288","22700032","533004288"
"05/11/2017 17:43:55.984","5795840","7028736","346529792","8744960","40091648","1548288","23085056","525996032"
"05/11/2017 17:44:01.002","5795840","7028736","348315648","8744960","45064192","1548288","23240704","523059200"
"05/11/2017 17:44:06.005","5795840","7028736","348762112","8744960","46899200","1548288","23240704","523149312"
"05/11/2017 17:44:11.026","5795840","7028736","340471808","8744960","40091648","1548288","22638592","532930560"
"05/11/2017 17:44:16.033","5795840","7028736","348798976","8744960","40087552","1548288","23097344","525135872"
"05/11/2017 17:44:21.046","5795840","7028736","352690176","8744960","41132032","1548288","23240704","524394496"
"05/11/2017 17:44:26.049","5795840","7028736","355422208","8744960","47423488","1548288","23240704","516964352"
"05/11/2017 17:44:31.065","5795840","7028736","334929920","8744960","40087552","1548288","22638592","540262400"
"05/11/2017 17:44:36.069","5795840","7028736","348319744","8744960","40087552","1548288","23240704","525488128"
"05/11/2017 17:44:41.086","5795840","7028736","344965120","8744960","40345600","1548288","23244800","531865600"
"05/11/2017 17:44:46.089","5795840","7028736","345223168","8744960","52666368","1548288","24371200","518045696"
"05/11/2017 17:44:51.104","5795840","7028736","357416960","8744960","40091648","1548288","22638592","517779456"
"05/11/2017 17:44:56.114","5795840","7028736","359993344","8744960","39833600","1548288","23240704","512294912"
"05/11/2017 17:45:01.128","5795840","7028736","353308672","8744960","42708992","1548288","23187456","533561344"
"05/11/2017 17:45:06.133","5795840","7028736","356323328","8744960","49782784","1548288","23244800","523747328"
"05/11/2017 17:45:11.153","5795840","7028736","367681536","8744960","40095744","1548288","22646784","518766592"
"05/11/2017 17:45:16.156","5795840","7028736","362684416","8744960","40087552","1548288","23248896","524410880"
"05/11/2017 17:45:21.172","5898240","7028736","344047616","8744960","42967040","1548288","23252992","543191040"
"05/11/2017 17:45:26.175","5898240","7028736","353288192","8744960","41402368","1548288","23252992","530038784"
"05/11/2017 17:45:31.191","5898240","7028736","359841792","8744960","39825408","1548288","22646784","528011264"
"05/11/2017 17:45:36.197","5898240","7028736","370544640","8744960","40087552","1548288","23252992","516841472"
"05/11/2017 17:45:41.241","5795840","7028736","361975808","8744960","39825408","1548288","23252992","528617472"
"05/11/2017 17:45:46.245","5795840","7028736","346681344","8744960","43229184","1548288","23252992","541331456"
"05/11/2017 17:45:51.258","5795840","7028736","344088576","8744960","40087552","1548288","22646784","543657984"
"05/11/2017 17:45:56.263","5795840","7028736","355909632","8744960","39825408","1548288","23252992","529965056"
"05/11/2017 17:46:01.281","5795840","7028736","350171136","8744960","45588480","1548288","23252992","535015424"
"05/11/2017 17:46:06.291","5795840","7028736","352145408","8744960","48209920","1548288","23519232","518049792"
"05/11/2017 17:46:11.312","5795840","7028736","352260096","8744960","40087552","1548288","22970368","541483008"
"05/11/2017 17:46:16.318","5795840","7028736","360251392","8744960","40087552","1548288","23216128","534126592"
"05/11/2017 17:46:21.332","5795840","7028736","360538112","8744960","40869888","1548288","23220224","537063424"
"05/11/2017 17:46:26.335","5795840","7028736","371142656","8744960","41664512","1548288","22761472","522752000"
"05/11/2017 17:46:31.350","5795840","7028736","356818944","8744960","39841792","1548288","23547904","537206784"
"05/11/2017 17:46:36.355","5795840","7028736","361013248","8744960","41402368","1548288","23572480","535552000"
"05/11/2017 17:46:41.372","5795840","7028736","361893888","8744960","45596672","1548288","23572480","532856832"
"05/11/2017 17:46:46.375","5795840","7028736","375881728","8744960","44560384","1548288","23572480","513679360"
"05/11/2017 17:46:51.391","5795840","7028736","372256768","8744960","40353792","1548288","22228992","529489920"
"05/11/2017 17:46:56.394","5857280","7028736","369131520","8744960","40615936","1548288","23105536","528277504"
"05/11/2017 17:47:01.409","5795840","7028736","370462720","8744960","40353792","1548288","23105536","530599936"
"05/11/2017 17:47:06.412","5795840","7028736","386326528","8744960","40361984","1548288","22396928","512000000"
"05/11/2017 17:47:11.425","5795840","7028736","381100032","8744960","40353792","1548288","22421504","522055680"
"05/11/2017 17:47:16.452","5853184","7028736","363577344","8744960","43503616","1548288","23023616","531603456"
"05/11/2017 17:47:21.480","5795840","7028736","358871040","8744960","41402368","1548288","23023616","541962240"
"05/11/2017 17:47:26.483","5795840","7028736","375648256","8744960","43507712","1548288","23597056","517316608"
"05/11/2017 17:47:31.500","5795840","7028736","361324544","8744960","40353792","1548288","23597056","539869184"
"05/11/2017 17:47:36.504","5861376","7028736","365551616","8744960","41668608","1548288","23597056","529178624"
"05/11/2017 17:47:41.525","5799936","7028736","367140864","8744960","42713088","1548288","23597056","530628608"
"05/11/2017 17:47:46.528","5799936","7028736","379551744","8744960","46383104","1548288","23597056","515305472"
"05/11/2017 17:47:51.544","5799936","7028736","353755136","8744960","40091648","1548288","23597056","546791424"
"05/11/2017 17:47:56.547","5861376","7028736","357818368","8744960","40357888","1548288","23601152","537796608"
"05/11/2017 17:48:01.561","5799936","7028736","359727104","8744960","43233280","1548288","23601152","537808896"
"05/11/2017 17:48:06.564","5799936","7028736","368435200","8744960","41664512","1548288","23601152","529108992"
"05/11/2017 17:48:11.577","5799936","7028736","362426368","8744960","40357888","1548288","23601152","537862144"
"05/11/2017 17:48:16.581","5861376","7028736","366161920","8744960","40357888","1548288","23601152","529711104"
"05/11/2017 17:48:21.599","5799936","7028736","368263168","8744960","40611840","1548288","23601152","533053440"
"05/11/2017 17:48:26.602","5799936","7028736","368640000","8744960","42725376","1548288","23601152","522211328"
"05/11/2017 17:48:31.619","5799936","7028736","353501184","8744960","40095744","1548288","23601152","547078144"
"05/11/2017 17:48:36.623","5799936","7028736","360910848","8744960","40357888","1548288","23601152","534126592"
"05/11/2017 17:48:41.638","5799936","7028736","360488960","8744960","41398272","1548288","23601152","538877952"
"05/11/2017 17:48:46.641","5799936","7028736","369729536","8744960","44294144","1548288","23601152","521654272"
"05/11/2017 17:48:51.659","5799936","7028736","373571584","8744960","39825408","1548288","23601152","529240064"
"05/11/2017 17:48:56.663","5861376","7028736","358207488","8744960","39833600","1548288","23601152","539709440"
"05/11/2017 17:49:01.678","5799936","7028736","359989248","8744960","45072384","1548288","23601152","536801280"
"05/11/2017 17:49:06.681","5799936","7028736","367214592","8744960","42463232","1548288","23597056","523706368"
"05/11/2017 17:49:11.697","5799936","7028736","372117504","8744960","39825408","1548288","23597056","529653760"
"05/11/2017 17:49:16.701","5799936","7028736","355184640","8744960","40095744","1548288","23597056","540708864"
"05/11/2017 17:49:21.718","5799936","7028736","360181760","8744960","44810240","1548288","23597056","537980928"
"05/11/2017 17:49:26.755","5799936","7028736","368660480","8744960","46125056","1548288","23597056","524541952"
"05/11/2017 17:49:31.777","5799936","7028736","372912128","8744960","39825408","1548288","23597056","529489920"
"05/11/2017 17:49:36.780","5799936","7028736","356982784","8744960","40095744","1548288","23597056","540360704"
"05/11/2017 17:49:41.795","5799936","7028736","359075840","8744960","42450944","1548288","23597056","538050560"
"05/11/2017 17:49:46.798","5799936","7028736","372240384","8744960","39841792","1548288","23597056","523849728"
"05/11/2017 17:49:51.814","5799936","7028736","373424128","8744960","39825408","1548288","23597056","529412096"
"05/11/2017 17:49:56.817","6004736","7028736","354557952","8744960","39833600","1548288","23449600","542097408"
"05/11/2017 17:50:01.832","6004736","7028736","358281216","8744960","41926656","1548288","23449600","537673728"
"05/11/2017 17:50:06.838","6004736","7028736","373665792","8744960","40103936","1548288","23568384","521125888"
"05/11/2017 17:50:11.851","6004736","7028736","374755328","8744960","46125056","1548288","23568384","518496256"
"05/11/2017 17:50:16.866","6004736","7028736","364302336","8744960","40091648","1548288","23568384","535810048"
"05/11/2017 17:50:21.881","6004736","7028736","366030848","8744960","44023808","1548288","23568384","528478208"
"05/11/2017 17:50:26.884","6004736","7028736","376160256","8744960","39837696","1548288","23568384","521367552"
"05/11/2017 17:50:31.901","6004736","7028736","377831424","8744960","45072384","1548288","23572480","517840896"
"05/11/2017 17:50:36.905","5799936","7028736","361353216","8744960","40091648","1548288","23572480","538845184"
"05/11/2017 17:50:41.919","5799936","7028736","364363776","8744960","47693824","1548288","23572480","526397440"
"05/11/2017 17:50:46.952","5799936","7028736","382832640","8744960","39841792","1548288","23572480","514703360"
"05/11/2017 17:50:51.983","5799936","7028736","379707392","8744960","46387200","1548288","23572480","514785280"
"05/11/2017 17:50:56.986","5799936","7028736","367620096","8744960","40091648","1548288","23572480","532238336"
"05/11/2017 17:51:02.000","5799936","7028736","369623040","8744960","47693824","1548288","23572480","522399744"
"05/11/2017 17:51:07.003","5799936","7028736","381087744","8744960","39833600","1548288","23576576","517242880"
"05/11/2017 17:51:12.018","5799936","7028736","376070144","8744960","44285952","1548288","23576576","519176192"
"05/11/2017 17:51:17.021","5799936","7028736","380600320","8744960","40091648","1548288","23576576","520646656"
"05/11/2017 17:51:22.036","5799936","7028736","382115840","8744960","46383104","1548288","23576576","514473984"
"05/11/2017 17:51:27.039","5799936","7028736","396034048","8744960","40099840","1548288","23592960","501239808"
"05/11/2017 17:51:32.051","5799936","7028736","382926848","8744960","40095744","1548288","23592960","513634304"
"05/11/2017 17:51:37.056","5799936","7028736","388100096","8744960","41402368","1548288","23592960","509739008"
"05/11/2017 17:51:42.073","5799936","7028736","388276224","8744960","46645248","1548288","23592960","506433536"
"05/11/2017 17:51:47.076","5799936","7028736","380461056","8744960","39841792","1548288","23592960","511488000"
"05/11/2017 17:51:52.102","5799936","7028736","379617280","8744960","39833600","1548288","24465408","512212992"
"05/11/2017 17:51:57.180","5799936","7028736","382029824","8744960","40615936","1548288","23588864","514351104"
"05/11/2017 17:52:02.196","5799936","7028736","381796352","8744960","41926656","1548288","23588864","514818048"
"05/11/2017 17:52:07.209","5799936","7028736","392892416","8744960","39833600","1548288","23592960","502661120"
"05/11/2017 17:52:12.237","5799936","7028736","385425408","8744960","40095744","1548288","23592960","507801600"
"05/11/2017 17:52:17.239","5799936","7028736","386801664","8744960","41140224","1548288","23592960","508694528"
"05/11/2017 17:52:22.256","5799936","7028736","388571136","8744960","44810240","1548288","23592960","506548224"
"05/11/2017 17:52:27.269","5799936","7028736","372514816","8744960","39837696","1548288","23592960","522915840"
"05/11/2017 17:52:32.286","5799936","7028736","381845504","8744960","39833600","1548288","23592960","511885312"
"05/11/2017 17:52:37.294","5799936","7028736","381108224","8744960","45858816","1548288","23592960","512008192"
"05/11/2017 17:52:42.308","5799936","7028736","382214144","8744960","50315264","1548288","23592960","506630144"
"05/11/2017 17:52:47.310","5799936","7028736","394518528","8744960","40099840","1548288","23592960","501805056"
"05/11/2017 17:52:52.325","5799936","7028736","386027520","8744960","40095744","1548288","23592960","508403712"
"05/11/2017 17:52:57.328","5791744","7028736","376135680","8744960","42188800","1548288","23592960","518479872"
"05/11/2017 17:53:02.343","5791744","7028736","378294272","8744960","46383104","1548288","23592960","513654784"
"05/11/2017 17:53:07.351","5791744","7028736","389513216","8744960","39837696","1548288","23592960","505847808"
"05/11/2017 17:53:12.367","5791744","7028736","399953920","8744960","40095744","1548288","23592960","496730112"
"05/11/2017 17:53:17.370","5791744","7028736","392146944","8744960","41926656","1548288","23592960","504713216"
"05/11/2017 17:53:22.386","5791744","7028736","398479360","8744960","44023808","1548288","23592960","497762304"
"05/11/2017 17:53:27.390","5791744","7028736","391155712","8744960","39833600","1548288","23592960","503074816"
"05/11/2017 17:53:32.405","5791744","7028736","398327808","8744960","40095744","1548288","23592960","496455680"
"05/11/2017 17:53:37.408","5791744","7028736","395456512","8744960","46387200","1548288","23592960","497225728"
"05/11/2017 17:53:42.422","5791744","7028736","404856832","8744960","44552192","1548288","23592960","487763968"
"05/11/2017 17:53:47.431","5791744","7028736","376541184","8744960","40099840","1548288","23592960","517681152"
"05/11/2017 17:53:52.445","5791744","7028736","392089600","8744960","39833600","1548288","23592960","501948416"
"05/11/2017 17:53:57.448","5951488","7028736","384835584","8744960","44548096","1548288","23592960","509300736"
"05/11/2017 17:54:02.476","5951488","7028736","400343040","8744960","42979328","1548288","23592960","491511808"
"05/11/2017 17:54:07.480","5951488","7028736","398036992","8744960","40095744","1548288","23592960","496943104"
"05/11/2017 17:54:12.498","5951488","7028736","396193792","8744960","39829504","1548288","23592960","501035008"
"05/11/2017 17:54:17.500","5791744","7028736","385114112","8744960","46645248","1548288","23592960","506937344"
"05/11/2017 17:54:22.528","5791744","7028736","403537920","8744960","43245568","1548288","23592960","486887424"
"05/11/2017 17:54:27.543","5791744","7028736","398688256","8744960","39833600","1548288","23597056","497045504"
"05/11/2017 17:54:32.558","5791744","7028736","400166912","8744960","40099840","1548288","23597056","514846720"
"05/11/2017 17:54:37.562","5791744","7028736","385921024","8744960","43499520","1548288","23597056","526331904"
"05/11/2017 17:54:42.585","5791744","7028736","405450752","8744960","46125056","1548288","23597056","500690944"
"05/11/2017 17:54:47.589","5791744","7028736","400928768","8744960","40091648","1548288","23597056","516550656"
"05/11/2017 17:54:52.603","5791744","7028736","396886016","8744960","40099840","1548288","23597056","516112384"
"05/11/2017 17:54:57.606","5791744","7028736","388464640","8744960","41926656","1548288","23597056","525484032"
"05/11/2017 17:55:02.622","5791744","7028736","406462464","8744960","42721280","1548288","22818816","501411840"
"05/11/2017 17:55:07.626","5791744","7028736","403619840","8744960","40357888","1548288","22908928","510029824"
"05/11/2017 17:55:12.648","5791744","7028736","401608704","8744960","40095744","1548288","23429120","510971904"
"05/11/2017 17:55:17.651","5791744","7028736","394629120","8744960","45596672","1548288","23429120","516898816"
"05/11/2017 17:55:22.669","5791744","7028736","394018816","8744960","47697920","1548288","23429120","513499136"
"05/11/2017 17:55:27.671","5791744","7028736","406093824","8744960","40361984","1548288","22749184","506093568"
"05/11/2017 17:55:32.686","5791744","7028736","415002624","8744960","40357888","1548288","23212032","496189440"
"05/11/2017 17:55:37.689","5795840","7028736","407035904","8744960","44023808","1548288","23273472","505184256"
"05/11/2017 17:55:42.704","5795840","7028736","410611712","8744960","48484352","1548288","23273472","496533504"
"05/11/2017 17:55:47.708","5795840","7028736","408494080","8744960","40095744","1548288","22749184","504733696"
"05/11/2017 17:55:52.723","5795840","7028736","406700032","8744960","39833600","1548288","23273472","503914496"
"05/11/2017 17:55:57.725","5795840","7028736","396369920","8744960","41402368","1548288","23273472","516280320"
"05/11/2017 17:56:02.739","5795840","7028736","403148800","8744960","44285952","1548288","23273472","505131008"
"05/11/2017 17:56:07.742","5795840","7028736","410243072","8744960","39837696","1548288","23715840","501690368"
"05/11/2017 17:56:12.758","5795840","7028736","410955776","8744960","40099840","1548288","23207936","500977664"
"05/11/2017 17:56:17.761","5795840","7028736","396939264","8744960","41402368","1548288","23207936","516853760"
"05/11/2017 17:56:22.776","5795840","7028736","403636224","8744960","41930752","1548288","23207936","506355712"
"05/11/2017 17:56:27.778","5795840","7028736","403324928","8744960","39841792","1548288","23674880","506728448"
"05/11/2017 17:56:32.793","5795840","7028736","411447296","8744960","39829504","1548288","23674880","503513088"
"05/11/2017 17:56:37.796","5795840","7028736","409411584","8744960","41140224","1548288","23674880","506089472"
"05/11/2017 17:56:42.812","5795840","7028736","425537536","8744960","40890368","1548288","23691264","484270080"
"05/11/2017 17:56:47.817","5795840","7028736","398172160","8744960","39833600","1548288","23691264","513437696"
"05/11/2017 17:56:52.831","5853184","7086080","401911808","8744960","39829504","1548288","23691264","509595648"
"05/11/2017 17:56:57.834","5795840","7086080","401174528","8744960","45596672","1548288","23691264","508997632"
"05/11/2017 17:57:02.848","5795840","7086080","414027776","8744960","43769856","1548288","23691264","491945984"
"05/11/2017 17:57:07.851","5795840","7086080","410173440","8744960","39829504","1548288","23691264","506691584"
"05/11/2017 17:57:12.872","5742592","7086080","411385856","8744960","41402368","1548288","23691264","500985856"
"05/11/2017 17:57:17.875","5795840","7086080","402481152","8744960","41926656","1548288","23691264","511918080"
"05/11/2017 17:57:22.890","5795840","7086080","417923072","8744960","41672704","1548288","23691264","491167744"
"05/11/2017 17:57:27.893","5795840","7086080","416284672","8744960","40095744","1548288","23691264","500662272"
"05/11/2017 17:57:32.917","5853184","7086080","414138368","8744960","39829504","1548288","23691264","498696192"
"05/11/2017 17:57:37.932","5795840","7086080","401022976","8744960","41402368","1548288","23691264","519016448"
"05/11/2017 17:57:42.947","5795840","7086080","416358400","8744960","46133248","1548288","23691264","492400640"
"05/11/2017 17:57:47.949","5795840","7086080","412626944","8744960","40091648","1548288","23633920","508735488"
"05/11/2017 17:57:52.970","5853184","7086080","413966336","8744960","40878080","1548288","23699456","501862400"
"05/11/2017 17:57:57.994","5795840","7028736","398983168","8744960","45072384","1548288","23699456","516337664"
"05/11/2017 17:58:03.008","5795840","7028736","414699520","8744960","42455040","1548288","23699456","498638848"
"05/11/2017 17:58:08.011","5795840","7028736","411897856","8744960","40091648","1548288","23699456","508391424"
"05/11/2017 17:58:13.026","6066176","7028736","413159424","8744960","40353792","1548288","23699456","502853632"
"05/11/2017 17:58:18.030","6008832","7028736","403722240","8744960","41140224","1548288","23699456","514600960"
"05/11/2017 17:58:23.043","6008832","7028736","422359040","8744960","42717184","1548288","23699456","492122112"
"05/11/2017 17:58:28.046","6008832","7028736","417054720","8744960","39829504","1548288","23699456","502562816"
"05/11/2017 17:58:33.062","5799936","7028736","413442048","8744960","39833600","1548288","23699456","500768768"
"05/11/2017 17:58:38.065","5795840","7028736","408588288","8744960","39829504","1548288","23699456","510607360"
"05/11/2017 17:58:43.082","5795840","7028736","425168896","8744960","41406464","1548288","23699456","488218624"
"05/11/2017 17:58:48.084","5795840","7028736","420245504","8744960","39829504","1548288","23699456","500727808"
"05/11/2017 17:58:53.110","5857280","7028736","420032512","8744960","41144320","1548288","23715840","494391296"
"05/11/2017 17:58:58.181","5799936","7028736","406294528","8744960","45334528","1548288","23658496","507445248"
"05/11/2017 17:59:03.202","5799936","7028736","424726528","8744960","42713088","1548288","23719936","489586688"
"05/11/2017 17:59:08.204","5799936","7028736","407412736","8744960","39829504","1548288","23719936","512417792"
"05/11/2017 17:59:13.221","5861376","7028736","412774400","8744960","40095744","1548288","23719936","502964224"
"05/11/2017 17:59:18.224","5799936","7028736","414076928","8744960","46383104","1548288","23719936","500903936"
"05/11/2017 17:59:23.242","5799936","7028736","427618304","8744960","42455040","1548288","23719936","485453824"
"05/11/2017 17:59:28.245","5799936","7028736","412557312","8744960","39829504","1548288","23719936","507822080"
"05/11/2017 17:59:33.262","5861376","7028736","416006144","8744960","39833600","1548288","23719936","501624832"
"05/11/2017 17:59:38.272","5799936","7028736","418074624","8744960","41398272","1548288","23719936","503234560"
"05/11/2017 17:59:43.323","5799936","7028736","420995072","8744960","40882176","1548288","23719936","495128576"
"05/11/2017 17:59:48.326","5799936","7028736","402526208","8744960","39829504","1548288","23719936","519946240"
"05/11/2017 17:59:53.340","5861376","7028736","411144192","8744960","40095744","1548288","23719936","498921472"
"05/11/2017 17:59:58.343","5799936","7028736","411189248","8744960","46903296","1548288","23719936","497225728"
"05/11/2017 18:00:03.356","5799936","7028736","421089280","8744960","42983424","1548288","23719936","482906112"
