"(PDH-CSV 4.0) (","\\DESKTOP-MBVT9LE\process(W-Gear(Swing))\Working Set - Private","\\DESKTOP-MBVT9LE\process(W-BrowserUpdate)\Working Set - Private","\\DESKTOP-MBVT9LE\memory\Available Bytes"
"05/30/2017 18:18:44.282","6037504","5124096","4806881280"
